TAHUN,KUMPULAN UMUR,State,Cases,Age_Sort_Order,Age_Category
2018,0-4,SARAWAK,16,1,0-19
2018,5-9,SARAWAK,24,2,0-19
2018,10-14,SARAWAK,37,3,0-19
2018,15-19,SARAWAK,54,4,0-19
2018,20-24,SARAWAK,79,5,20-39
2018,25-29,SARAWAK,67,6,20-39
2018,30-34,SARAWAK,81,7,20-39
2018,35-39,SARAWAK,69,8,20-39
2018,40-44,SARAWAK,67,9,40-59
2018,45-49,SARAWAK,68,10,40-59
2018,50-54,SARAWAK,69,11,40-59
2018,55-59,SARAWAK,61,12,40-59
2018,60-64,SARAWAK,55,13,>59
2018,65-69,SARAWAK,38,14,>59
2018,70-74,SARAWAK,18,15,>59
2018,>75,SARAWAK,20,16,>59
2019,0-4,SARAWAK,79,1,0-19
2019,5-9,SARAWAK,120,2,0-19
2019,10-14,SARAWAK,157,3,0-19
2019,15-19,SARAWAK,213,4,0-19
2019,20-24,SARAWAK,250,5,20-39
2019,25-29,SARAWAK,243,6,20-39
2019,30-34,SARAWAK,265,7,20-39
2019,35-39,SARAWAK,219,8,20-39
2019,40-44,SARAWAK,184,9,40-59
2019,45-49,SARAWAK,232,10,40-59
2019,50-54,SARAWAK,182,11,40-59
2019,55-59,SARAWAK,169,12,40-59
2019,60-64,SARAWAK,120,13,>59
2019,65-69,SARAWAK,97,14,>59
2019,70-74,SARAWAK,59,15,>59
2019,>75,SARAWAK,59,16,>59
2020,0-4,SARAWAK,16,1,0-19
2020,5-9,SARAWAK,25,2,0-19
2020,10-14,SARAWAK,79,3,0-19
2020,15-19,SARAWAK,100,4,0-19
2020,20-24,SARAWAK,114,5,20-39
2020,25-29,SARAWAK,140,6,20-39
2020,30-34,SARAWAK,146,7,20-39
2020,35-39,SARAWAK,119,8,20-39
2020,40-44,SARAWAK,137,9,40-59
2020,45-49,SARAWAK,148,10,40-59
2020,50-54,SARAWAK,145,11,40-59
2020,55-59,SARAWAK,112,12,40-59
2020,60-64,SARAWAK,87,13,>59
2020,65-69,SARAWAK,58,14,>59
2020,70-74,SARAWAK,35,15,>59
2020,>75,SARAWAK,55,16,>59
2021,0-4,SARAWAK,3,1,0-19
2021,5-9,SARAWAK,3,2,0-19
2021,10-14,SARAWAK,4,3,0-19
2021,15-19,SARAWAK,18,4,0-19
2021,20-24,SARAWAK,17,5,20-39
2021,25-29,SARAWAK,34,6,20-39
2021,30-34,SARAWAK,41,7,20-39
2021,35-39,SARAWAK,35,8,20-39
2021,40-44,SARAWAK,41,9,40-59
2021,45-49,SARAWAK,33,10,40-59
2021,50-54,SARAWAK,45,11,40-59
2021,55-59,SARAWAK,45,12,40-59
2021,60-64,SARAWAK,40,13,>59
2021,65-69,SARAWAK,20,14,>59
2021,70-74,SARAWAK,18,15,>59
2021,>75,SARAWAK,29,16,>59
2018,0-4,SELANGOR,2704,1,0-19
2018,5-9,SELANGOR,2686,2,0-19
2018,10-14,SELANGOR,3502,3,0-19
2018,15-19,SELANGOR,4704,4,0-19
2018,20-24,SELANGOR,6317,5,20-39
2018,25-29,SELANGOR,6072,6,20-39
2018,30-34,SELANGOR,5233,7,20-39
2018,35-39,SELANGOR,4019,8,20-39
2018,40-44,SELANGOR,2672,9,40-59
2018,45-49,SELANGOR,2122,10,40-59
2018,50-54,SELANGOR,1692,11,40-59
2018,55-59,SELANGOR,1354,12,40-59
2018,60-64,SELANGOR,1004,13,>59
2018,65-69,SELANGOR,631,14,>59
2018,70-74,SELANGOR,317,15,>59
2018,>75,SELANGOR,320,16,>59
2019,0-4,SELANGOR,4335,1,0-19
2019,5-9,SELANGOR,4442,2,0-19
2019,10-14,SELANGOR,5705,3,0-19
2019,15-19,SELANGOR,7144,4,0-19
2019,20-24,SELANGOR,9625,5,20-39
2019,25-29,SELANGOR,9666,6,20-39
2019,30-34,SELANGOR,8410,7,20-39
2019,35-39,SELANGOR,6612,8,20-39
2019,40-44,SELANGOR,4452,9,40-59
2019,45-49,SELANGOR,3423,10,40-59
2019,50-54,SELANGOR,2641,11,40-59
2019,55-59,SELANGOR,2296,12,40-59
2019,60-64,SELANGOR,1697,13,>59
2019,65-69,SELANGOR,1027,14,>59
2019,70-74,SELANGOR,578,15,>59
2019,>75,SELANGOR,490,16,>59
2020,0-4,SELANGOR,2178,1,0-19
2020,5-9,SELANGOR,2593,2,0-19
2020,10-14,SELANGOR,3578,3,0-19
2020,15-19,SELANGOR,4108,4,0-19
2020,20-24,SELANGOR,5530,5,20-39
2020,25-29,SELANGOR,6028,6,20-39
2020,30-34,SELANGOR,5105,7,20-39
2020,35-39,SELANGOR,4240,8,20-39
2020,40-44,SELANGOR,2954,9,40-59
2020,45-49,SELANGOR,2268,10,40-59
2020,50-54,SELANGOR,1838,11,40-59
2020,55-59,SELANGOR,1479,12,40-59
2020,60-64,SELANGOR,1081,13,>59
2020,65-69,SELANGOR,764,14,>59
2020,70-74,SELANGOR,472,15,>59
2020,>75,SELANGOR,419,16,>59
2021,0-4,SELANGOR,732,1,0-19
2021,5-9,SELANGOR,603,2,0-19
2021,10-14,SELANGOR,873,3,0-19
2021,15-19,SELANGOR,1050,4,0-19
2021,20-24,SELANGOR,1540,5,20-39
2021,25-29,SELANGOR,1815,6,20-39
2021,30-34,SELANGOR,1709,7,20-39
2021,35-39,SELANGOR,1533,8,20-39
2021,40-44,SELANGOR,1309,9,40-59
2021,45-49,SELANGOR,1061,10,40-59
2021,50-54,SELANGOR,896,11,40-59
2021,55-59,SELANGOR,843,12,40-59
2021,60-64,SELANGOR,679,13,>59
2021,65-69,SELANGOR,462,14,>59
2021,70-74,SELANGOR,318,15,>59
2021,>75,SELANGOR,318,16,>59
2018,0-4,TERENGGANU,12,1,0-19
2018,5-9,TERENGGANU,25,2,0-19
2018,10-14,TERENGGANU,62,3,0-19
2018,15-19,TERENGGANU,69,4,0-19
2018,20-24,TERENGGANU,62,5,20-39
2018,25-29,TERENGGANU,70,6,20-39
2018,30-34,TERENGGANU,54,7,20-39
2018,35-39,TERENGGANU,43,8,20-39
2018,40-44,TERENGGANU,26,9,40-59
2018,45-49,TERENGGANU,38,10,40-59
2018,50-54,TERENGGANU,33,11,40-59
2018,55-59,TERENGGANU,20,12,40-59
2018,60-64,TERENGGANU,14,13,>59
2018,65-69,TERENGGANU,11,14,>59
2018,70-74,TERENGGANU,5,15,>59
2018,>75,TERENGGANU,6,16,>59
2019,0-4,TERENGGANU,23,1,0-19
2019,5-9,TERENGGANU,30,2,0-19
2019,10-14,TERENGGANU,40,3,0-19
2019,15-19,TERENGGANU,65,4,0-19
2019,20-24,TERENGGANU,65,5,20-39
2019,25-29,TERENGGANU,66,6,20-39
2019,30-34,TERENGGANU,52,7,20-39
2019,35-39,TERENGGANU,49,8,20-39
2019,40-44,TERENGGANU,33,9,40-59
2019,45-49,TERENGGANU,23,10,40-59
2019,50-54,TERENGGANU,29,11,40-59
2019,55-59,TERENGGANU,23,12,40-59
2019,60-64,TERENGGANU,18,13,>59
2019,65-69,TERENGGANU,10,14,>59
2019,70-74,TERENGGANU,8,15,>59
2019,>75,TERENGGANU,8,16,>59
2020,0-4,TERENGGANU,13,1,0-19
2020,5-9,TERENGGANU,23,2,0-19
2020,10-14,TERENGGANU,40,3,0-19
2020,15-19,TERENGGANU,47,4,0-19
2020,20-24,TERENGGANU,56,5,20-39
2020,25-29,TERENGGANU,45,6,20-39
2020,30-34,TERENGGANU,36,7,20-39
2020,35-39,TERENGGANU,29,8,20-39
2020,40-44,TERENGGANU,22,9,40-59
2020,45-49,TERENGGANU,19,10,40-59
2020,50-54,TERENGGANU,12,11,40-59
2020,55-59,TERENGGANU,21,12,40-59
2020,60-64,TERENGGANU,15,13,>59
2020,65-69,TERENGGANU,14,14,>59
2020,70-74,TERENGGANU,7,15,>59
2020,>75,TERENGGANU,5,16,>59
2021,0-4,TERENGGANU,2,1,0-19
2021,5-9,TERENGGANU,2,2,0-19
2021,10-14,TERENGGANU,2,3,0-19
2021,15-19,TERENGGANU,3,4,0-19
2021,20-24,TERENGGANU,4,5,20-39
2021,25-29,TERENGGANU,5,6,20-39
2021,30-34,TERENGGANU,7,7,20-39
2021,35-39,TERENGGANU,5,8,20-39
2021,40-44,TERENGGANU,3,9,40-59
2021,45-49,TERENGGANU,2,10,40-59
2021,50-54,TERENGGANU,2,11,40-59
2021,55-59,TERENGGANU,2,12,40-59
2021,60-64,TERENGGANU,4,13,>59
2021,65-69,TERENGGANU,1,14,>59
2021,70-74,TERENGGANU,4,15,>59
2021,>75,TERENGGANU,1,16,>59
2018,0-4,WP KUALA LUMPUR,376,1,0-19
2018,5-9,WP KUALA LUMPUR,431,2,0-19
2018,10-14,WP KUALA LUMPUR,578,3,0-19
2018,15-19,WP KUALA LUMPUR,729,4,0-19
2018,20-24,WP KUALA LUMPUR,1026,5,20-39
2018,25-29,WP KUALA LUMPUR,1038,6,20-39
2018,30-34,WP KUALA LUMPUR,985,7,20-39
2018,35-39,WP KUALA LUMPUR,763,8,20-39
2018,40-44,WP KUALA LUMPUR,457,9,40-59
2018,45-49,WP KUALA LUMPUR,337,10,40-59
2018,50-54,WP KUALA LUMPUR,241,11,40-59
2018,55-59,WP KUALA LUMPUR,241,12,40-59
2018,60-64,WP KUALA LUMPUR,164,13,>59
2018,65-69,WP KUALA LUMPUR,102,14,>59
2018,70-74,WP KUALA LUMPUR,69,15,>59
2018,>75,WP KUALA LUMPUR,54,16,>59
2019,0-4,WP KUALA LUMPUR,737,1,0-19
2019,5-9,WP KUALA LUMPUR,989,2,0-19
2019,10-14,WP KUALA LUMPUR,1294,3,0-19
2019,15-19,WP KUALA LUMPUR,1554,4,0-19
2019,20-24,WP KUALA LUMPUR,1959,5,20-39
2019,25-29,WP KUALA LUMPUR,2084,6,20-39
2019,30-34,WP KUALA LUMPUR,2015,7,20-39
2019,35-39,WP KUALA LUMPUR,1551,8,20-39
2019,40-44,WP KUALA LUMPUR,977,9,40-59
2019,45-49,WP KUALA LUMPUR,691,10,40-59
2019,50-54,WP KUALA LUMPUR,517,11,40-59
2019,55-59,WP KUALA LUMPUR,393,12,40-59
2019,60-64,WP KUALA LUMPUR,287,13,>59
2019,65-69,WP KUALA LUMPUR,198,14,>59
2019,70-74,WP KUALA LUMPUR,88,15,>59
2019,>75,WP KUALA LUMPUR,90,16,>59
2020,0-4,WP KUALA LUMPUR,472,1,0-19
2020,5-9,WP KUALA LUMPUR,675,2,0-19
2020,10-14,WP KUALA LUMPUR,837,3,0-19
2020,15-19,WP KUALA LUMPUR,938,4,0-19
2020,20-24,WP KUALA LUMPUR,1260,5,20-39
2020,25-29,WP KUALA LUMPUR,1465,6,20-39
2020,30-34,WP KUALA LUMPUR,1434,7,20-39
2020,35-39,WP KUALA LUMPUR,1103,8,20-39
2020,40-44,WP KUALA LUMPUR,759,9,40-59
2020,45-49,WP KUALA LUMPUR,479,10,40-59
2020,50-54,WP KUALA LUMPUR,349,11,40-59
2020,55-59,WP KUALA LUMPUR,287,12,40-59
2020,60-64,WP KUALA LUMPUR,207,13,>59
2020,65-69,WP KUALA LUMPUR,152,14,>59
2020,70-74,WP KUALA LUMPUR,108,15,>59
2020,>75,WP KUALA LUMPUR,106,16,>59
2021,0-4,WP KUALA LUMPUR,162,1,0-19
2021,5-9,WP KUALA LUMPUR,123,2,0-19
2021,10-14,WP KUALA LUMPUR,164,3,0-19
2021,15-19,WP KUALA LUMPUR,170,4,0-19
2021,20-24,WP KUALA LUMPUR,258,5,20-39
2021,25-29,WP KUALA LUMPUR,369,6,20-39
2021,30-34,WP KUALA LUMPUR,373,7,20-39
2021,35-39,WP KUALA LUMPUR,344,8,20-39
2021,40-44,WP KUALA LUMPUR,246,9,40-59
2021,45-49,WP KUALA LUMPUR,207,10,40-59
2021,50-54,WP KUALA LUMPUR,144,11,40-59
2021,55-59,WP KUALA LUMPUR,161,12,40-59
2021,60-64,WP KUALA LUMPUR,111,13,>59
2021,65-69,WP KUALA LUMPUR,95,14,>59
2021,70-74,WP KUALA LUMPUR,69,15,>59
2021,>75,WP KUALA LUMPUR,71,16,>59
2018,0-4,WP LABUAN,14,1,0-19
2018,5-9,WP LABUAN,15,2,0-19
2018,10-14,WP LABUAN,9,3,0-19
2018,15-19,WP LABUAN,10,4,0-19
2018,20-24,WP LABUAN,11,5,20-39
2018,25-29,WP LABUAN,13,6,20-39
2018,30-34,WP LABUAN,12,7,20-39
2018,35-39,WP LABUAN,7,8,20-39
2018,40-44,WP LABUAN,1,9,40-59
2018,45-49,WP LABUAN,3,10,40-59
2018,50-54,WP LABUAN,2,11,40-59
2018,55-59,WP LABUAN,1,12,40-59
2018,60-64,WP LABUAN,3,13,>59
2018,65-69,WP LABUAN,1,14,>59
2018,70-74,WP LABUAN,0,15,>59
2018,>75,WP LABUAN,0,16,>59
2019,0-4,WP LABUAN,4,1,0-19
2019,5-9,WP LABUAN,2,2,0-19
2019,10-14,WP LABUAN,1,3,0-19
2019,15-19,WP LABUAN,5,4,0-19
2019,20-24,WP LABUAN,4,5,20-39
2019,25-29,WP LABUAN,3,6,20-39
2019,30-34,WP LABUAN,7,7,20-39
2019,35-39,WP LABUAN,2,8,20-39
2019,40-44,WP LABUAN,5,9,40-59
2019,45-49,WP LABUAN,1,10,40-59
2019,50-54,WP LABUAN,0,11,40-59
2019,55-59,WP LABUAN,2,12,40-59
2019,60-64,WP LABUAN,0,13,>59
2019,65-69,WP LABUAN,0,14,>59
2019,70-74,WP LABUAN,0,15,>59
2019,>75,WP LABUAN,0,16,>59
2020,0-4,WP LABUAN,1,1,0-19
2020,5-9,WP LABUAN,0,2,0-19
2020,10-14,WP LABUAN,0,3,0-19
2020,15-19,WP LABUAN,2,4,0-19
2020,20-24,WP LABUAN,0,5,20-39
2020,25-29,WP LABUAN,0,6,20-39
2020,30-34,WP LABUAN,2,7,20-39
2020,35-39,WP LABUAN,1,8,20-39
2020,40-44,WP LABUAN,0,9,40-59
2020,45-49,WP LABUAN,0,10,40-59
2020,50-54,WP LABUAN,1,11,40-59
2020,55-59,WP LABUAN,0,12,40-59
2020,60-64,WP LABUAN,0,13,>59
2020,65-69,WP LABUAN,0,14,>59
2020,70-74,WP LABUAN,0,15,>59
2020,>75,WP LABUAN,0,16,>59
2021,0-4,WP LABUAN,1,1,0-19
2021,5-9,WP LABUAN,0,2,0-19
2021,10-14,WP LABUAN,0,3,0-19
2021,15-19,WP LABUAN,1,4,0-19
2021,20-24,WP LABUAN,0,5,20-39
2021,25-29,WP LABUAN,0,6,20-39
2021,30-34,WP LABUAN,1,7,20-39
2021,35-39,WP LABUAN,0,8,20-39
2021,40-44,WP LABUAN,0,9,40-59
2021,45-49,WP LABUAN,0,10,40-59
2021,50-54,WP LABUAN,1,11,40-59
2021,55-59,WP LABUAN,0,12,40-59
2021,60-64,WP LABUAN,0,13,>59
2021,65-69,WP LABUAN,1,14,>59
2021,70-74,WP LABUAN,0,15,>59
2021,>75,WP LABUAN,0,16,>59
